24,0
25,2120
26,4367.2
27,6749.232
28,9274.18592
29,11950.6370752
30,14787.675299712
31,17794.93581769472
32,20982.631966756406
33,24361.58988476179
34,27943.2852778475
35,31739.88239451835
36,35764.27533818946
37,40030.131858480825
38,44551.93976998968
39,49345.056156189064
40,54425.75952556041
41,59811.30509709404
42,65519.983402919686
43,71571.18240709488
44,77985.45335152057
45,84784.5805526118
46,91991.65538576852
47,99631.15470891463
48,107729.02399144952
49,116312.76543093649
50,125411.53135679268
51,135056.22323820024
52,145279.59663249226
53,156116.3724304418
54,167603.35477626833
55,179779.55606284444
56,192686.32942661512
57,206367.50919221205
58,220869.5597437448
59,236241.73332836948
60,252536.23732807164
61,269808.411567756
62,288116.91626182134
63,307523.93123753066
64,328095.36711178254
65,349901.0891384895
66,373015.1544867989
67,397516.0637560069
68,423487.0275813673
